,Unnamed: 0,Tweet,label
8601,8601,"Growing up in Ethnic Enclaves : Language Proficiency and Educational Attainment of Immigrant Children: Danzer, Alex",N
8602,8602,"@user All women deserve an opinion and have the right to, you on the other hand my dear are a cunt who d…",N
8603,8603,@user yes!! Thank you for the support. #maledominance,N
8604,8604,Sometimes you gotta beat ya dick like it stole something,H
8605,8605,@user @user Sending their fattest..ugliest filthy scumbags!!#BuildThatWall !!,N
8606,8606,You mother fucking piece of trash stupid fucking idiot hoe i hope you fucking die in hell son of a father fucking fuck bitch whore you fucki,N
8607,8607,"Germany’s Seehofer pushes migrant take-back deal with Italy, Greece @user UK should be sending our asylum seekers back to where they first entered EU",N
8608,8608,"@user Have u realized that after AAP coming to power,Delhi is full of bad roads,jhugis,encroachment,filth all around.Illegal migrants",N
8609,8609,Friend- do you wanna be buried or cremated? Me-,H
8610,8610,Can't fall asleep someone come choke me till I pass out you can do whatever you want to my body after I'm passed out #cumslut #slut #horny #wet #pussy #ass #anal #fuck #fuckme #naked #nudes #whore #bitch #naughty #cum #cumtribute #jailbait #blowjob #girls #sex #submissive,N
8611,8611,It’s like women can’t wait to be a hoe when the relationship ends,N
8612,8612,Undocumented immigrant arrested in connection with rape of 11-year-old girl,H
8613,8613,My whole life is one big sexual innuendo,H
8614,8614,Egyptian men will soon be fighting for men's rights. #FlawlessRemix #oomf #NFL #NBA #MLB #Cairo,H
8615,8615,"Our neighbors need to know they'll be safe in school, or when getting critical health care. @user MUST sign SB35 to keep our immigrant communities safe. #ilgov #twill",H
8616,8616,PLAY MUSICAL CARS ALL YOU WANT...IM LIKE YOU...GOTTA KILL ME TO MAKE ME STOP...YOU HAVE NO DICK,N
8617,8617,Her- what's for dinner Me-,N
8618,8618,@user none,H
8619,8619,"Lobbying arm of the refugee industry, @user kicks off political action campaign tomorrow to pressure Congress and the Prez to admit more #Refugees in FY19.You should be countering their campaign by letting your Washington reps know what you think!https://t.co/CBUv01DmRJ",N
8620,8620,@user @user @user You presumably go along with the ‘not all men’ narrative. It’s the same premise.,N
8621,8621,"Azar: Health and Human Services has custody of 2,047 migrant kids",N
8622,8622,@user @user @user Weird bummy ass bitch block me back whore 😂😂,N
8623,8623,"For all the cougars that keep hitting me up to fuck... You're out of my age range, hit this dude up instead",N
8624,8624,#sexworkersagainstfeminism are invited to join the #blog . End #feminism today!,N
8625,8625,wonder why women get told they’re overreacting/hysterical but dudes who get irrational/overreact get away w ‘that’s just them’ excuses 🤔,N
8626,8626,When you're trying to enjoy a nice date but your boyfriend won't stop texting you and interrupting it,N
8627,8627,"Hungary Welcomes White South African Refugees, Not Muslim migrants from the Middle East - Free Speech Time - @user",N
8628,8628,"""Failing to integrate refugee children risks devastating consequences: Children and youth who are out of school and unemployed are more susceptible to crime, exploitation, abuse and possibly radicalization.""",N
8629,8629,#SaturdayMorning people think #IllegalImmigration is just about #BuildThatWall and #Jobs . . . no one talks about the fraud committed or money sucked out by #IllegalAliens from social services . . .#MAGA #KAG #trump #AmericaFirst #foxandfriends,H
8630,8630,2015 me: men are trash Men: not all men! Me: ofc not :3 2017 me: men are trash Men: not all men! Me: you heard what I said,N
8631,8631,"@user And how many #AmericanKids have yet to be reunited with their parents because their parents commit a CRIME?Oh, that's right, #KamalaHarris doesn't care about #American kids, just #Illegals.#IllegalAliens #FamilySeparation #IllegalImmigrants",H
8632,8632,Immigrant Couple Speaks After ICE Detention,N
8633,8633,Hungary: UN treaty could 'inspire millions' of migrants,N
8634,8634,You rawin that hoe & that pussy dirty,H
8635,8635,these cunt whore are lickers are all army & their family if they get a female they all gang bang her ' whore all...,N
8636,8636,@user @user This is not rape culture for fucks sake. It’s literally just a scumbag taking advantage of their position. Nothing new under the sun.,H
8637,8637,Have you reserved your spot at RAM's Annual Art Affair?! RAM members get 25% off admission price!,N
8638,8638,@user @user Blood is on the #Democraps hands for sure!! #BuildThatWall,H
8639,8639,As long the EU and his trolls rescue refugees in the middlesea it will never get a solidarity between the own citiziens and the goverments.,N
8640,8640,@user Another young life taken to soon in my circle! Within 2 months of each other! 26 yrs old. Both were clean for 10/12 their one last time killed them both. When do we hold these people accountable for murder! @user #BuildThatWall,N
8641,8641,Africa must address refugee crisis to ensure development — AU Commissioner,H
8642,8642,"@user You thought Kamala Harris was a ""hysterical woman"" at the Kavanaugh hearings?How much box wine have you had today?",H
8643,8643,Are you bilingual? This is how you can use your language skills to help refugees.âž¡ï¸@tarjimlyapp,H
8644,8644,"I have to admit, Animojis are hysterical to use. I keep my girlfriend laughing all day when she is at work. She wants an #iPhoneX ASAP.",N
8645,8645,ILLEGAL ALIEN SCAM ALERT!   Deport Illegals  with their kids dont allow them to drop off their kids like Road Kill at the Border !  U.S Taxpayers not their babysitters  what happen to #FamiliesBelongTogether ? #Immigration #RedNationRising  #Trump #MAGA,H
8646,8646,dumbass: why don't women come forward about sexual assault? [women come forward] dumbass: WHORE! LIAR! WHAT WERE YOU WEARING? YOU PROBABLY ASKED FOR IT! dumbass: just don't understand why women don't come forward?,H
8647,8647,#FamiliesBelongTogether#deport ALL #ILLEGALaliens #endDACA #RoundupDACA #defund #SanctuaryCities and #SanctuaryStates #BuildTheWall,H
8648,8648,It's clear that the administration's attempts to punish local governments for refusing to cooperate with immigration enforcement are unconstitutional. The administration should focus on treating immigrants with compassion and respect.,N
8649,8649,harry please call me a:mother fucking bitch ass dick-sucking trick ass whore who needs to find a fucking hobby instead of obsessing over you.thank you ! Xx,N
8650,8650,Students in Arunachal threaten to launch 'Operation Clean Drive' from August 17  if illegal migrants do not leave the state before that. Download app for more: AndroidÂ https://t.co/76bEFEIB7UiPhoneÂ https://t.co/oqQkZ8i7Q2,N
8651,8651,@user @user No you are not pulling out. Amazon have decided not to show the rape produced series to try and look better. Don't pretend it's your choice,N
8652,8652,.@senatorburr: Confirm Kavanaugh! #KavanaughForSCOTUS #2A #NRA,H
8653,8653,@user good you slag. Comedy Central hasn’t been about comedy since 2004,H
8654,8654,You a pussy bitch watch when I catch you I’m beat tf outta you,H
8655,8655,Fast-Food Workers Union Demands Restaurant to Allow Employees to Wear 'Abolish ICE' Pins | Breitbart #BuildTheWALL #AmericaFirst #NoDACA #NoDEMS #GreatAwakening #MAGA #WalkAway #ThesePeopleAreSick #ICE,N
8656,8656,#Spain struggles with spike in migrant arrivals,N
8657,8657,Al-Qaeda recruiting children in refugee camp,H
8658,8658,* The V4 Report warned of the intention of Angela Merkel and Brussels to expand the EU’s relocation scheme to include “vulnerable” migrants from African nations.  #v4 #visegrad,N
8659,8659,Literally just saw a 10 year old girl wearing a shirt with sparkles that said 'doing my best' fucking same bitch where'd you get that😂😂😂👽⚠✖,N
8660,8660,You fucking bitch hoe,N
8661,8661,@user I should probably make you my WCW now cause after I fuck you I'm never gonna talk to you again... At least I'm honest ☺️,H
8662,8662,I think it's clear who the best choice for president is.... Michael fucking Phelps,H
8663,8663,Bitches fav line is “Am I supposed to be scared?” Listen here lil bitch you don’t have to be scared to get your ass beat. So wassup😊,N
8664,8664,A healthy amount of sperm,N
8665,8665,"No matter how appealing #ZeroTolerance remedies may seem, they are not in fact a sustainable solution in a just society. The collateral damage is unacceptable. #MeToo",N
8666,8666,@user Squaw = racist slang for Native/First Nations cunt associated with RAPE and GENOCIDE.,N
8667,8667,Lemme give you some dick and help you thru it,H
8668,8668,@user Don’t trust this lying bitch let’s see if any of the other nude women in the lineup come forward she’ll do…,H
8669,8669,@user @user  #NoDACA without Mandatory E-Verify you are not ending ILLEGAL #Immigration You are REWARDING iLLEGALS #NoAmnesty #KeepFamiliesTogether IS DEPORT ALL ILLEGAL FAMILIES TOGETHER #Trump  #MAGA  #RedNationRising,N
8670,8670,RT @user @user you are VILEEEE 😭,H
8671,8671,@user the man is a legend in my mind 😂,N
8672,8672,bourgeois migrants need to get less angry when I tell them to go back home,N
8673,8673,When you're checking to see if the pussy is safe to eat,N
8674,8674,"Fox Scumbag Laura Ingraham claims Trump is protecting immigrant children from their drug abusing, child trafficking parents  Read Story:   #ImpeachTrump #Resist #VoteBlue #GOPScum #FoxLies",H
8675,8675,@user  there will be bitterness in the Uk when you sleep rough look up and see refuges walk into houses violence isn't just migrant,H
8676,8676,"US report finds only 20,000 Palestinian refugees in the world | #DepartmentofState #Israel #TedCruz...",H
8677,8677,"'Illegal immigration is not a victimless crime,' ICE acting director says #AgainstAllEnemies #StopTheInvasion",N
8678,8678,The list of people I'm going to kill when the 2017 First Annual Purge ensues,N
8679,8679,@user @user #Democrats  Refuse to Secure the Border and Protect U.S Citizens from the Ravages of Illegal Immigrants !  #VoteDemsOut !  #WakeUpAmerica #WednesdayMotivation  #Trump #MAGA #RedNationRising,H
8680,8680,"All governments with a record of human rights violations resent being criticized about their excesses, including the #US. However, #Saudi claims that #Canada violated its “sovereignty” by urging the release of women’s rights activists are an overreaction, to say the least.",H
8681,8681,DREAMER' Repeatedly Raped Young Girl In North Carolina via @user @user #DeathPenalty#ChildRape#ProtectUS#KeepAmericaSafe#NoDACA,N
8682,8682,@user @user And low IQ comes from what? 😎 keep researching tho! It’s good for you. #WhiteGenocide,H
8683,8683,The plight of #Rohingya represents the present and the future of not just for #Myanmar but for much of South and #SoutheastAsia @user @user @user @user @user @user @user @user @user @user,N
